name,stars,text,timeSince,openStatus,key
"Steven Richer, Sr",4.0,The pizza is OK.  The appetizers are great.  My kid loves the game room.,3 years ago,Closed,2000671949
John Ray,5.0,"Grew up on Gattis pizza up north, always been my favorite, moved down to Texas an tried a couple of Gattis here, nothing compares to the NRH store, only pizza I eat now",2 years ago,Closed,2000671949
Neal Cornett,3.0,"Good pizza (gluten free options) with many choices on the menu (salads, sandwiches, pasta, wings and vegetarian options). I was surprised they had gelato!",4 years ago,Closed,2000671949
Teri Dillinger,1.0,Ordered Margharita pizza and instead of Roma tomatoes and fresh basil like menu states they tried to serve me cherry tomatoes cut in half.  Cheap!  Cheap!,3 years ago,Closed,2000671949
Chris Wallo,5.0,Great place for are arcade games and pizza 😀,a year ago,Closed,2000671949
Chase Morgan,1.0,Disappointing. We were the only ones in the restaurant and ordered one pizza and bread. Waited for 30 minutes and still didn't get our order. I had to go up to the front counter to remind them that we were still in the restaurant. Finally got the pizza after 45 minute wait and bread after 50 minutes.,3 years ago,Closed,2000671949
Stephen Parker,5.0,Good pizza. Good pepperoni rolls. Free arcade for the kiddos.,3 years ago,Closed,2000671949
Scott,3.0,"Decent pizza, just doesn't stand out.",3 years ago,Closed,2000671949
Breanna Braswell,1.0,"Smells like sewer, bad food, and expinsive $15 for one plate if food and small drink silver were is disgusting. They dont wash they're dishes I would not recommend this place for nothing",2 years ago,Closed,2000671949
Adam Kirchen,4.0,"Good pizza, but I was bummed they did not have the Buffet. The pizza was fairly priced and they had our order it very quickly.",3 years ago,Closed,2000671949
Richie Slocum,2.0,"Ditto on the poor food service and cleanliness! This is a weekend, but it not their first weekend, please get it together!",2 years ago,Closed,2000671949
Alix Brame,4.0,I would highly recommend this restaurant.,a year ago,Closed,2000671949
William Roles,1.0,"Ordered 2 pizzas last night at 7:30.... Checked on them at 8:10...( "" Will be ready in a few minutes"") ... Checked again at 8:30.... .. "" Sorry we must have put yours out for the buffet""",2 years ago,Closed,2000671949
ACMS O,5.0,"Very clean,  quiet,  and good food!",3 years ago,Closed,2000671949
Coronavirus BS,5.0,Great service Great food!!,2 years ago,Closed,2000671949
Paul Barfield,5.0,"Love the Pizza ,, Better thin CiCi's",a year ago,Closed,2000671949
K Sanchez,5.0,"Very friendly service,  super clean restaurant,  and great tasting pizza. My husband and I stopped in and ate a pizza and 2 drinks for less than $15.",3 years ago,Closed,2000671949
Bette Price,2.0,Service is bad. Food not served together. My friend had food. Mine came after he was finished eating,3 years ago,Closed,2000671949
david kinnison,5.0,Love the flat bread pizza.,2 years ago,Closed,2000671949
Hashses,1.0,Over or under cooked pizza,a year ago,Closed,2000671949
Jennifer White,2.0,Not as good as it was back in the day,a year ago,Closed,2000671949
laurene jenness,3.0,My son and I went there for the first time last night it was okay but there was not a lot of choices for pizza they seem to be almost all the same with a lot of toppings on them not so much variety,2 years ago,Closed,2000671949
GamerOfLapiz,4.0,Its good,a year ago,Closed,2000671949
Debbie Garner,5.0,"Pizza was really good,  very nice place.",3 years ago,Closed,2000671949
Larry Simmons,4.0,Good buffet.,a year ago,Closed,2000671949
Jim Williams,3.0,Been a long time. Sampler was just as I remembered it.,2 years ago,Closed,2000671949
Jade D,1.0,Any place that has mold coming out of their drinks fountain then doesn't look into it seriously is a big fat no for us,2 years ago,Closed,2000671949
Chris Weis,1.0,Got our order wrong. Pizza was not good at all. Thumbs down,3 years ago,Closed,2000671949
Faze ClanLOL,2.0,The wait staff is very rude. The pizza is rubber. The only reason I am giving this 2 stars is because the wings are alright.,2 years ago,Closed,2000671949
Dani Kinman,4.0,"Unfortunately, this location is now closed.",a year ago,Closed,2000671949
Colin Berry,5.0,Love this place!,2 years ago,Closed,2000671949
Teo Avila,3.0,Its okay,a year ago,Closed,2000671949
Keith Evans,4.0,Good pizza.,a year ago,Closed,2000671949
tammy graham,4.0,Was there for a Bday party wasn't very impressed . Regular pizza joint.,2 years ago,Closed,2000671949
Mileena Castillo,4.0,Wish it was bigger,a year ago,Closed,2000671949
steven Aguilar,5.0,Pizza good,2 years ago,Closed,2000671949
Kc Mann,5.0,Helpful and attentive,2 years ago,Closed,2000671949
Shelley Pollard-Fore,1.0,Change of Menu!,2 years ago,Closed,2000671949
Edar Nuñez,3.0,It's alright place :-),a year ago,Closed,2000671949
Nicole Davis,2.0,Meh,a year ago,Closed,2000671949
Christine Diamante,5.0,Good place,2 years ago,Closed,2000671949
Larry Enslinger,3.0,Better than Cici,a year ago,Closed,2000671949
michell crouch,5.0,Great pizza,2 years ago,Closed,2000671949
BETH CRISWELL,5.0,Love it,2 years ago,Closed,2000671949
Donald Hicks,5.0,Great customer service!,2 years ago,Closed,2000671949
Amber Selley,4.0,"Favorite pizza, not great past though",2 years ago,Closed,2000671949
Jonny Blower,4.0,"Foods great, service definitely friendly",3 years ago,Closed,2000671949
Michael Martin,4.0,,2 years ago,Closed,2000671949
Michael Hanna,3.0,,a year ago,Closed,2000671949
Connie Penney,5.0,,a year ago,Closed,2000671949
Megan Lee,4.0,,3 years ago,Closed,2000671949
Angel Morell,5.0,,2 years ago,Closed,2000671949
Rodney Spann,4.0,,2 years ago,Closed,2000671949
David Noyola,5.0,,a year ago,Closed,2000671949
Tom Little,3.0,,3 years ago,Closed,2000671949
Rafael Bustamante,5.0,,3 years ago,Closed,2000671949
Slade Myrick,2.0,,2 years ago,Closed,2000671949
Elizabeth Wasden,5.0,,2 years ago,Closed,2000671949
Big Bad Jones,5.0,,a year ago,Closed,2000671949
Sophie,5.0,,2 years ago,Closed,2000671949
Kelly Rosales,5.0,,a year ago,Closed,2000671949
Lonny Anway,4.0,,a year ago,Closed,2000671949
MindOfSoul,5.0,,2 years ago,Closed,2000671949
William Freed,5.0,,2 years ago,Closed,2000671949
Abdelghafour Ramdani,5.0,,2 years ago,Closed,2000671949
Nora Sammons,4.0,,3 years ago,Closed,2000671949
KRKA Bast,2.0,,2 years ago,Closed,2000671949
Karie Rose,4.0,,2 years ago,Closed,2000671949
cristian gaming,5.0,,2 years ago,Closed,2000671949
Tara Wilkerson,5.0,,2 years ago,Closed,2000671949
Scott Finkelstein,5.0,,3 years ago,Closed,2000671949
Kris Brynda,5.0,,3 years ago,Closed,2000671949
MzFreda Wills,4.0,,2 years ago,Closed,2000671949
Rosario Martinez,4.0,,a year ago,Closed,2000671949
Louis Beasley,5.0,,a year ago,Closed,2000671949
Lincoln TANKsley,4.0,,a year ago,Closed,2000671949
Tanya Baya,5.0,,3 years ago,Closed,2000671949
Josh Gause,3.0,,2 years ago,Closed,2000671949
Justin Lambert,1.0,,2 years ago,Closed,2000671949
Cristo Montoya,4.0,,2 years ago,Closed,2000671949
Tony Lorino,4.0,,a year ago,Closed,2000671949
Hilda,4.0,,2 years ago,Closed,2000671949
Lester Guillory,3.0,,2 years ago,Closed,2000671949
Halee Shafer,5.0,,3 years ago,Closed,2000671949
pc,4.0,,2 years ago,Closed,2000671949
Lori Solecki,5.0,,2 years ago,Closed,2000671949
Gd Yardley,5.0,,a year ago,Closed,2000671949
Lynne McGilvray,4.0,,2 years ago,Closed,2000671949
Stormy Morgan,5.0,,2 years ago,Closed,2000671949
Kolton Cooper,5.0,,2 years ago,Closed,2000671949
Lacey Steele,5.0,,3 years ago,Closed,2000671949
TehPoofCoop,3.0,,2 years ago,Closed,2000671949
Samantha Watson,4.0,,2 years ago,Closed,2000671949
Warhead 64,4.0,,a year ago,Closed,2000671949
Readdy Freddy,5.0,,3 years ago,Closed,2000671949
wolfdawg46,4.0,,a year ago,Closed,2000671949
John Buchan,5.0,,a year ago,Closed,2000671949
neisha watson,5.0,,a year ago,Closed,2000671949
Miguel Ortega,5.0,,2 years ago,Closed,2000671949
Ben Tilley,3.0,,2 years ago,Closed,2000671949
jeffrey mcnair,5.0,,a year ago,Closed,2000671949
Michael Martin,4.0,,2 years ago,Closed,2000671949
martin schroeder,5.0,,2 years ago,Closed,2000671949
William Mcallister,3.0,,a year ago,Closed,2000671949
Oleg Reztsov,4.0,,3 years ago,Closed,2000671949
Joe vazquez,5.0,,3 years ago,Closed,2000671949
Shelbie Turner,3.0,,3 years ago,Closed,2000671949
Whiskey Crusader Sarra,5.0,,2 years ago,Closed,2000671949
Jay Eubank,5.0,,3 years ago,Closed,2000671949
Christi Rainey,2.0,,a year ago,Closed,2000671949
Jen F,5.0,,2 years ago,Closed,2000671949
Scott Trzebiatowski,3.0,,2 years ago,Closed,2000671949
Bob Katkic,4.0,,3 years ago,Closed,2000671949
Eevee Girl,3.0,,a year ago,Closed,2000671949
Kairee Torres,5.0,,3 years ago,Closed,2000671949
Manuel Hernandez,4.0,,a year ago,Closed,2000671949
Joseph Purcell,5.0,,4 years ago,Closed,2000671949
Connie Caffey,5.0,,2 years ago,Closed,2000671949
The Mr.Price,4.0,,2 years ago,Closed,2000671949
Lauren Jones-Carr,4.0,,3 years ago,Closed,2000671949
Andrew Langston,5.0,,3 years ago,Closed,2000671949
Diana DeFries,5.0,,a year ago,Closed,2000671949
EzAnderPearL,5.0,,2 years ago,Closed,2000671949
