name,stars,text,timeSince,openStatus,key
Alan Nutt,4.0,Good Pizza Good Price,a year ago,Open,209
Heng Lao,5.0,Taste really good,9 months ago,Open,209
Brian Belot,4.0,"Build your own pizza for a great price. Some locations have vegan options, so there's something for everyone. This location can have a line out the door and seating is a bit limited.",3 years ago,Open,209
Talisha Tugwell,4.0,Pizza was fresh & and delicious .,8 months ago,Open,209
Artemis Montes,4.0,Good pizza and affordable prices.,a year ago,Open,209
Karthik Paruchuri,5.0,"Very gopd, pizza place with reasonable prices",a year ago,Open,209
George Hernandez,5.0,I LOVE Blaze pizza,8 months ago,Open,209
Majid Fatemian,5.0,Delicious pizza. Highly recommend paying a bit more extra and make your own one.,2 years ago,Open,209
Meredith Mantik,5.0,"Our experiences there have always been very positive, but last week the manager went above and beyond. Couldn’t recommend this place more. Food and service are fantastic.",2 years ago,Open,209
Julie Moran,5.0,"I not only go to blaze pizza for my ""salad pizza"" that I create because I love extra veggies on it but for the awesome lemonade they provide thanks blaze pizza!!!",2 years ago,Open,209
Ashley,4.0,"I love the concept and the people working there are really nice. It's really cool how you can get all the toppings you want for the same price. However, I've found that a lot of the time the pizzas are kind of bland.",4 years ago,Open,209
Stephanie Corrales,5.0,"First time having this pizza today! Delish! Light, crispy crust and the red sauce was yum! Not too acidic like some pizza sauces, had a little sweetness to it. I did a simple sausage and mushroom. Thought I'd take the leftovers home but not a chance. Got hungry around 3 o'clock so I finished it! Looking forward to coming back soon!!!",3 years ago,Open,209
Raul Aleman,5.0,Great Food quality,a year ago,Open,209
Aj Landin,1.0,"Iliana, a worker on colorado, needs to stop saying hi to people that specifically don't welcome it. As in my children, my son and daughter! I want to go to Blaze to eat, not be bothered.",a year ago,Open,209
Greg Hernandez,5.0,Super friendly staff pizza and smores cookies were great . definitely going back,2 years ago,Open,209
Eliza Walton,5.0,This was a fun eating experience! You can customize your pizza in so many ways!,a year ago,Open,209
Sam Varadarajan,5.0,"Friendly folks. We crashed in at almost 11 pm, they were graceful in letting us in and making pizza for us. We love Blaze for theVehetarian choices.",2 years ago,Open,209
David Gonzalez,5.0,Coming here is great! They always serve the pizza to my liking and never complain. You can either add one topping or 8 and it's still the same price. I love it! …More,3 years ago,Open,209
Todd Bailey,4.0,Music was a bit loud. Good variety of options and fast service.,2 years ago,Open,209
J'Dnt Vega,4.0,"Unique. You get to ""design"" your own pizza and for a very reasonable price. If you don't know what to add, they always have standard pizzas that you can choose from. Fresh, cooked in the moment, right in front of you! Be advised that there is always a line here (specially at noon) but it moves quickly.",4 years ago,Open,209
IvoryMB,5.0,"Great establishment all around, ive been going here since it opened. The manager James has always been helpful and thoughtful of my vegan diet.
I’ve come to know the staff as well. Darinka, and monalisa have been nothing …More",a year ago,Open,209
Sandra Valdez,5.0,"Blaze pizza on Colorado is always good, however, tried the dough Knott's & I have to say they were delicious. I recommend highly!! Cheesy!!",2 years ago,Open,209
David Bayha,5.0,Best Blaze location and best fast pizza in Pasadena.,a year ago,Open,209
Rebecca Pena,5.0,"This is your PERSONAL pizza joint. When you choose the ""build your own"" pizza, that's exactly what you do- you choose what and how much of what you want on your pizza with a large variety of sauces, meats and fresh, vegetable toppings. Then …More",2 years ago,Open,209
Branden Sigg,4.0,Staff isnt all that friendly but they do make a good piece of dough.,a year ago,Open,209
Dan Shost,5.0,"Fresh ingredients, great service. My favorite build your own pizza place! I can make the perfect pizza!",3 years ago,Open,209
Keith Nadolny,5.0,Outstanding Pizza,2 months ago,Open,209
SVANTE CONTI,5.0,Excellent place to enjoy.,a year ago,Open,209
Hannah Scroggins,5.0,Great pizza. Fabulous service. I recommend the juices they have. Very tasty.,3 years ago,Open,209
Ellen Sancer,5.0,Great place for a build your own pizza. Fresh ingredients and as much as you want.,2 years ago,Open,209
Marytrini Garcia Hernandez,5.0,Very tasty and fresh pizza. It's like Subway but it's pizza! You pick/build your ingredients/pizza or choose from their signature pizzas. They have gluten free sauce too. Pizzas are small and at a good price.,6 years ago,Open,209
Brian Cowan,4.0,A good place to go for a quick pizza,2 years ago,Open,209
Charmaine Boyd,4.0,"the pizza is always good but ordered by app on Wednesday for 5.45 pm pickup, took 45 mins. after arrival to receive. …More",3 years ago,Open,209
Kalyan Pingali,5.0,Nice pizzas. Great value,2 years ago,Open,209
Dwana Willis,5.0,Great staff!,11 months ago,Open,209
Michael Britton,5.0,"Great thin crust pizzas. As with any of these sorts of places, your toppings can vary depending on who adds them for you. Serves beer. Can get a bit pricey with additional toppings. Decent service.",3 years ago,Open,209
Angie montijo,3.0,It's ok not the best. The staff is a little rushy rushy even if it's ur first time. Not too friendly.,a year ago,Open,209
Shanon Yu,4.0,"Blaze FAST-Fire Pizza is seriously true to its name!

Thanks to Pi Day, the lines were out the door yesterday but they managed the …More",3 years ago,Open,209
Diana Castro,4.0,Best local pizza in LA.,a year ago,Open,209
Jasmin Bott,1.0,"Not what i ordered! Got turkey, I am a Vegetarian for 6y. Onions and garlic, I have allergies! Pineapple, but no mushrooms, onions etc. Idk how my 14h flight tomorrow will be because of that. Really really bad experience!",2 years ago,Open,209
Leslie Mcknight,5.0,May have a line...but the wait isn't bad,2 years ago,Open,209
Ferhat Yas,4.0,Best pizza in town period,a year ago,Open,209
Vincent Bern,5.0,"This was my first time here, and the person who puts together your pizza asked if I've been here before, then helped me make my creation. The pizza itself was delicious, and so was the lemonade and teas.",3 years ago,Open,209
Mona Lisa Williams,5.0,Great service. Good pizza,a year ago,Open,209
Crystal g,5.0,"Very nice workers, but could work on getting the order right when passing out the order, they did it to fast almost got the wrong order",a year ago,Open,209
Ronald Flores Jr.,4.0,Great Pizza.....bomb blood orange lemonade!,2 years ago,Open,209
Steven Ware,5.0,Nice friendly service and lovely pizza. What else do you want,2 years ago,Open,209
Adam Muller,5.0,I live down the street from Blaze. It took me 6 months after moving before making it into the place. I just assumed it was a common pizza joint. It turns out it's not just a run of the mill pizza joint. I. Love. Their. Pizza. …More,4 years ago,Open,209
Innovative Constructions,5.0,The deal is great and the guys and girls working there are nice so go for it and the best part is one price for any amount of sides for under $10.,a year ago,Open,209
BONNIE ARIAS,3.0,Easy fast pixza. Will make everyone happy,2 years ago,Open,209
Yo D,5.0,If I'm going into Pasadena I'm going to stop at Blaze quick fast healthy food and the service is great the manager there all I needed was to hear him sing me an Italian song that's how comfortable he may be eating at this Blaze Pizza thank you,a year ago,Open,209
Ofek Gila,5.0,"Delicious customizable pizza, with fair prices!",2 years ago,Open,209
TripWithRich,5.0,"Great food, great prices",a year ago,Open,209
Cyril Hicks,5.0,"Cheap, excellent personal pizzas made to order. Have never had an issue here in any way, and their lemonade selections are one of the few drinks I buy from any restaurant.",3 years ago,Open,209
Alex Sun,5.0,I like here very good,3 years ago,Open,209
Christina Robinson,5.0,The people in this establishment are nice and the food is great; it's like a subway for pizza. The orange-mango soda is AMAZING!,3 years ago,Open,209
Daniel Williams,4.0,Always great food and great staff,a year ago,Open,209
Bernie Franklin,3.0,"Quick service but to me the pizza isn't anything great.  We went just before going to the movie.  The pizza is wimpy and you have fold it just to get it into your mouth.  Not all that flavorful.  That's about it, you go for the service just …More",4 years ago,Open,209
Shreyas Shivalkar,5.0,"Amazing pizza, good selection of toppings and sauce. The best part is the fresh bread.",2 years ago,Open,209
Jason Oshman,5.0,Cheap. Fast. Good.,a year ago,Open,209
Lara A,5.0,This whole create your own pizza chipotle style is really taking over and I'm really praying to the pizza gods that its not just a fad or a trend. By far Blaze takes the cake (or the pie) when it comes to this. I don't know what it is …More,6 years ago,Open,209
Stephanie Calderon M,4.0,Love the options not expensive. Last time they burned my pizza but it was still good. Friendly and their blood orange lemonade is good,4 years ago,Open,209
David Stal,5.0,Pizza always tastes fresh and I usually get the brownie which is amazing when they heat it up.,2 years ago,Open,209
Ronnie Martin,5.0,"Fast, friendly service 😁 They also informed me of all the options I had due to my food illnesses which I know can be annoying but I greatly appreciate it.",a year ago,Open,209
D Hndz,5.0,Fresh ingredients at an affordable price...I love blaze pizza...,2 years ago,Open,209
Ben Hoffman-kipp,5.0,Great service and great food. The people were nice and even took my tray after I finished (which is uncommon for a place like blaze pizza).,3 years ago,Open,209
Victoria T. Juarez,5.0,"Great service, quick and kind people",a year ago,Open,209
Simon Grad,5.0,"great service, always on par with food quality",2 years ago,Open,209
Varun Turlapati,4.0,Build your own pizzas. Good and fresh thin crust pizzas too. Fairly active towards late night too.,4 years ago,Open,209
Andy Chase,4.0,"Great CA style pizza with a wide choice of unlimited toppings at a fixed price..  Usually pretty crowded and a bit noisy.  Parking is easiest behind near by book store.  If you are from NYC, Ray's Original this isnt.",3 years ago,Open,209
chase graham,5.0,It was amazingf quality and good service,2 years ago,Open,209
Eric Van de Velde,4.0,Pleasantly surprised. Fast food done well.,2 years ago,Open,209
Blake Nelson,5.0,Awesome tasting pizza. You can build your own. Great flavors. Salads are good.,3 years ago,Open,209
Liz Milner,4.0,"Good tasty pizza, nice side salad. Wine was not great (small pre-packaged bottles) but not the focus of the meal!",2 years ago,Open,209
Ivan Galdamez,5.0,The workers there are so friendly and quick to prepare your pizza. Nice interior decorating.,3 years ago,Open,209
Duy Tran,5.0,The pizza here a fresh and quickly made. Kids favorite pizza place. Can be busy during meal times.. expect 10 to 15 mins wait.,3 years ago,Open,209
Scott McIntosh,5.0,Very good,9 months ago,Open,209
Thomas Tringali,5.0,Great pizza at a good price as long as you load up the toppings,2 years ago,Open,209
Ryan Curtis,5.0,Always Excellent! Love the pizza options.,2 years ago,Open,209
Tara Carberry,5.0,"I still can't believe you can get a generous pizza with ANY and ALL the toppings you desire, for about $7! They will even do different topping on 1/2, 1/3, or even 1/4 of the pizza (or so I was told by an employee). The toppings are fresh and good quality too.  Yum!",5 years ago,Open,209
Gavendra Sharma,5.0,Making Pizza creative,8 months ago,Open,209
isaias rodriguez,5.0,Good pizza with many locations,a year ago,Open,209
Professor Kevin Suber Ph.D.,5.0,Who doesn't love a BBQ simple pizza for $6??? Answer no one!!!,a year ago,Open,209
Danny. S,5.0,This some good pizza pie. Have lots of ingredients to add to your made to order pizza. So you cant go wrong,5 years ago,Open,209
SAINT JULIEN,5.0,Good Pizza. You choose your own topping.,2 years ago,Open,209
Mark Davidson,4.0,Very good pizza for a quick bite.,2 years ago,Open,209
Hogfan 97,5.0,This place is the bomb. Fresh variety of toppings and great staff.,a year ago,Open,209
Jack James,3.0,Not a bad pizza. Their sauce is a little bland on its own.so definitely ask for the Italian herbs.,3 years ago,Open,209
Ankit Jain,5.0,Nice pizza.... Good quality and service,3 years ago,Open,209
Loc Le,4.0,"Very busy place. However, service is fast and food is good. Very popular among people who work in Pasadena. Labraun James came here once!",3 years ago,Open,209
Barry Mirfakhraei,5.0,Great fast pizza.,a year ago,Open,209
michael buza,3.0,Typical flash pizza joint. Food avg but service was great,2 years ago,Open,209
felix,5.0,Very good Pizza!,a year ago,Open,209
Brendiana Lee,5.0,Was the best pizza in Old Town Pasadena. We usually don't eat all our food but this place made us chow down.,2 years ago,Open,209
R Rostad,5.0,Favorite pizza place!!!! The service is great. They remember my name and my pizza and the service is quick! 5 stars!!,5 years ago,Open,209
abdullah hall,5.0,Always great pizza!!!!,11 months ago,Open,209
Nader Emamjomeh,5.0,A good place for comfort food,2 years ago,Open,209
devika puri,5.0,Yippie!!! We can make our own pizza and that's cool👍👍👍,2 years ago,Open,209
Chuck,5.0,Pie day and 10/4 are the key dates here. Good pizza!,2 years ago,Open,209
Andy Jacobo,1.0,"My order was incomplete, ive been trying to get ahold of some one but its very complicated when no one answers the phone.Why even put a number if your never going to answer, literally 30 min + calling this place.",a year ago,Open,209
Glenn Gordon,4.0,Really fast!,a year ago,Open,209
Dink Rubin,3.0,"Build your own personal pizza. Beer and wine, great location near old town.",3 years ago,Open,209
Neal Ch,3.0,It's ok. Ingredients are fresh but sort of plain. You can make a good pizza but not a great one,3 years ago,Open,209
sean parmenter,4.0,A lot of food for the price when you build your own. Very fast service.,4 years ago,Open,209
Fred Siegel,5.0,Make your own. Fast and very tasty.,3 years ago,Open,209
Alexandra Barbato,5.0,"Great service, great make your own pizza",2 years ago,Open,209
Marcus Low,5.0,Awesome DIY pizzas with fresh ingredients. The roasted garlic cloves are delicious.,3 years ago,Open,209
Josh Mork,4.0,"So much fun.

All the toppings. Yes, all the toppings you want. …More",5 years ago,Open,209
Ashley Stockdale,5.0,"Custom delicious pizza with fresh ingredients, significantly better than the major pizza franchises. And, you can't beat these prices in LA!",2 years ago,Open,209
Krayg B,5.0,Such nice friendly service. Wild selection of fresh ingredients!,3 years ago,Open,209
Samantha Smith,4.0,"Fast, great taste, inconsistent quality from time to time. Great 80% of the time",3 years ago,Open,209
Brogan Lee,4.0,Pretty good and not expensive. Thin crust makes the pizza less filling.,2 years ago,Open,209
Steven D,5.0,Love love love blaze pizza it's always fresh and hot,2 years ago,Open,209
Jazmin Calderon,5.0,I love the pizza and it is honestly the best,2 years ago,Open,209
George Obregon,4.0,"I love the face they make when I say all, yes that, and that, and name this and that. LOVE",4 years ago,Open,209
armpitbowling,3.0,Nice n Clean! Pizza is good but not Great.,2 years ago,Open,209
JuliansWorld,5.0,Remember when lebron James pranked people by working in this pizza place 😂😂,2 years ago,Open,209
Virgi Mateo,5.0,So yummy and quick. Love the Red Vine.,3 years ago,Open,209
Ramon Barron,5.0,Nothing is better than a made to order pizza from Blaze!,a year ago,Open,209
Lisa Wantland,5.0,"Made to order, fast,delish & great prices",3 years ago,Open,209
Greg Meyer,5.0,"It's quick, friendly, delicious & healthy. And surprisingly inexpensive.",2 years ago,Open,209
Catarino Munoz,5.0,Great pizza and very preparation if you're in a hurry,2 years ago,Open,209
Burak Şahinoğlu,5.0,Great pizza,a year ago,Open,209
Neel Mehta,5.0,BYO pizza. Best crust. Quick,3 years ago,Open,209
Abel Esteves,5.0,"Great build-your-own pizzas, really fast service, delicious!",3 years ago,Open,209
MARKHUGH SCAGGS,5.0,Great service and delicious hot fresh pizza!!?,2 years ago,Open,209
ray brown,5.0,great food,a year ago,Open,209
Samuel Jimenez,5.0,They get a 5 just because of the worker asked about a friends pizza. She replied by saying it was a lil burnt (she had some pizza left over burnt) but it was fine. It was literally just the crust. The employee came back with a coupon for a free blaze pizza. Now thats customer service.,3 years ago,Open,209
Annabelle Bertucci,5.0,"Always love going here, pizza cooked perfectly, and if you build your own you won't be disappointed!",3 years ago,Open,209
Rob,5.0,It's the Subway of the pizza world with a unique taste.,3 years ago,Open,209
DLJ Grimm,5.0,Fast and yummy. Very friendly staff and super affordable.,3 years ago,Open,209
Chia-Yi Hou,4.0,"Good value for money, and the gluten free crust is pretty tasty.",3 years ago,Open,209
Brandi Lahey,5.0,"This place is delicious and the employees are extremely friendly! I also like that quite a few of the employees have piercings and tattoos! This place is like subway, but for pizza!",3 years ago,Open,209
Wansze Kong,4.0,Not too crowded and the service has been really great?,3 years ago,Open,209
Mario C.,3.0,Pretty bland. Pieology is better.,2 years ago,Open,209
Ron ONeal,5.0,Please open more locations in Dallas. Love their pizza.,2 years ago,Open,209
Dan Ramirez,4.0,Good pizza for a decent price.,2 years ago,Open,209
Mariam H.,5.0,Love this place they offer creating your own pizza it not expensive ♡,3 years ago,Open,209
Patrick Kiernan,3.0,Its a counter service pizza joint with the ability to craft your own unique creations or choose from their specials. Think Chipotle for pizza. I came here on a Friday night late at night after the movies looking for a quick snack on the way …More,6 years ago,Open,209
Uné Music,5.0,"Great food, great prices and great employees!",2 years ago,Open,209
Brandon Keenan,5.0,Awesome dining concept and experience. Consistently make the same flavorful pizza regardless of the location.,4 years ago,Open,209
Nick Porubsky,5.0,This is probably my favorite pizza place in Pasadena because of the customization options and no overcharging for higher-value ingredients. Think Chipotle for pizza.,4 years ago,Open,209
Gary G,2.0,These are becoming a dime-a-dozen now.  It's Subway for pizza.  That analogy doesn't have a positive connotation just in case you were wondering. …More,5 years ago,Open,209
Aminah B.,5.0,Love old town pasadena💜,2 years ago,Open,209
Based Che,5.0,"Great place to eat quick or even sit down and chat, usually a line",4 years ago,Open,209
Grace Arellano,5.0,I took pizza home because I was full but I got home and it smelled good so I ate it. I love this place.,6 years ago,Open,209
Jimmy Rodriguez,5.0,"Great service, Clean dining area, awesome staff!",2 years ago,Open,209
Jovan Rodriguez,5.0,Great service.   Love their pizza . Well done build your own,4 years ago,Open,209
Linda Lyons,1.0,Beware they took extra money off my card and i am fighting too get it back and yes i have a receipt,a year ago,Open,209
Anna Elizabeth,4.0,Clean location and the staff was patient and friendly.,a year ago,Open,209
Aaron Lorentzen,5.0,Great pizza fur under $10,3 years ago,Open,209
Nadine Whitlock,4.0,Great pizza; and a good variety of toppings.,2 years ago,Open,209
Michael Reid,4.0,Build your own pizza and watch with assembly line efficiency as it is made and cooked in mere minutes. Several beers and a few wines available.,6 years ago,Open,209
Phillip Mansur,5.0,Great location. Things go wrong every now and then when I'm here and they're always very good about making it right.,3 years ago,Open,209
Arlene Gabbard,5.0,reasonable prices good food employees  great,3 years ago,Open,209
Cristian Reader,5.0,Wonderful pizza place,3 years ago,Open,209
Demian Servin,5.0,"Great pizza, awesome price. Love it.",4 years ago,Open,209
Daniel Landberg,5.0,"Pizzas built to spec. Don't forget to ask for the arugula finish. Tasty and very, very quick.",4 years ago,Open,209
Cory Bouchard,5.0,Customize your pizza any way you want at this chain. Great place to eat before a show at the playhouse.,4 years ago,Open,209
Adrienne Bambou Diagne,5.0,Very friendly. Nice team: young ans professional,2 years ago,Open,209
Albert T,5.0,"Price and selection guarantees that just about anyone would walk out of here happy, and staff sees exactly to that.",4 years ago,Open,209
Jack Vivirito,5.0,What can I say about Blaze... they're always good.,2 years ago,Open,209
Neil Greaney,4.0,Love the options,a year ago,Open,209
Luis,4.0,Its like Subway but for Pizza except you aren't suspicious about the ingredients. Decent size to price ratio but they only serve thin crust pizza.,3 years ago,Open,209
jill martin,4.0,Simply yummy...custom made pizza,2 years ago,Open,209
Ulugbek Djalaldinov,5.0,Best pizza chain in la )),2 years ago,Open,209
Daniel G. Lam,4.0,Friendly service with excellent pizzas. It's unfortunate that the service is extremely slow for concocting a pie that only takes three minutes too cook!,4 years ago,Open,209
Daryl Trinh,5.0,"Out of the the build-your-own-pizza venues, Blaze Pizza is the top of my list.",4 years ago,Open,209
Ava Benjamin-Proctor,5.0,Very good,a year ago,Open,209
Reza M Vafadar,5.0,Best make your own pizza!,2 years ago,Open,209
Erick Meza,4.0,"Very quick service , even during rush hour",3 years ago,Open,209
DAN H,4.0,Very cool vibe in this place.,2 years ago,Open,209
Ana Gan,4.0,good food,11 months ago,Open,209
Annie McKnight,4.0,Close to me walking distance,a year ago,Open,209
Bilal Naqvi,5.0,"Great food, good service. Does get pretty busy around lunch and dinner time.",2 years ago,Open,209
Joseph Sarhan,5.0,"Great pizza, but most importantly, great customer service.",4 years ago,Open,209
David Olsen,4.0,"Descent chain pizza. Worth a shot, and they have great lunch specials.",3 years ago,Open,209
Tori Silverman,5.0,Vegan pizza that's satisfying and actually affordable!!,3 years ago,Open,209
alaplex100,2.0,Ok in a pinch.  Fast food pizza.,2 years ago,Open,209
Amy Pfaffman,5.0,Pizza made exactly to order with unlimited toppings for one low price. Super fast and super good.,3 years ago,Open,209
Ruben Ruiz,5.0,Great food. I'm hooked,3 years ago,Open,209
Brian Luvisi,5.0,The service was great,a year ago,Open,209
amitesh das,5.0,"All great - Crust, sauces, toppings, operational efficiency, customization",2 years ago,Open,209
Crypto Mike,5.0,Love it here,a year ago,Open,209
Todd Z,4.0,Pizza any way you like it.,2 years ago,Open,209
J Chang,5.0,Highly customizable and delicious pizza at a reasonable price!,5 years ago,Open,209
joselyn geaga-rosenthal,3.0,I love the food but VERY disappointed that Blaze does not recycle their beer and wine bottles!  They all go in the trash to the landfills.,6 years ago,Open,209
Pot Head,5.0,Best pizza in town,a year ago,Open,209
Sid Raj,4.0,"Little messy when busy, rest the service and food is good.",a year ago,Open,209
Set,5.0,Amazing personal pizza for a good price,4 years ago,Open,209
Evan Lambert,5.0,"Really great food, have to try it!",2 years ago,Open,209
Lina Castellanos,5.0,It was the best pizza I have ever had. Period.,3 years ago,Open,209
Erin Scholten,5.0,"Yummy, as always.",a year ago,Open,209
Octave Barreau,5.0,"Young, happy people create pizza with a smile, many great options for toppings to make your pizza unique, the drinks are great & the location is awesome, cozy casual atmosphere inside that invites relaxation & conversation while you satisfy your hunger for fresh, hot food.",4 years ago,Open,209
Sherry Leadmon,5.0,"Quality, quick and open late!",3 years ago,Open,209
Ian Houser,5.0,"Very similar to other design-your-own pizza places, but it's very good. More types of ingredients than other places, too.",3 years ago,Open,209
Estiven O,5.0,Great place for a custom pizza.,2 years ago,Open,209
Andrew Zaragoza,5.0,Always great!,a year ago,Open,209
anuraj shetty,5.0,Build your own pizza always!!,2 years ago,Open,209
Laurana Allen,5.0,Love blaze great tasting pizza great people!!!,3 years ago,Open,209
Mario Burgos,4.0,"Great tasting pizza using fresh ingredients :-). Gluten free - yes, but no dedicated area or implements. Celiacs beware.",5 years ago,Open,209
Matthew Baker,5.0,"Good selection of ingredients, choose you own toppings",4 years ago,Open,209
Ed Vela,3.0,"A little too burned on the bottom and undercooked and not too hot 🔥 on the toppings. All in all, a C, C- pizza 🍕 experience.",2 years ago,Open,209
Yedur KJ,5.0,I like meat eater here. Also can build your own pizza.,4 years ago,Open,209
Justin Harrison,5.0,Best fast food pizza place.,2 years ago,Open,209
Dana Y,5.0,Always tastes available,a year ago,Open,209
Mireille Takajian,5.0,I like their crust... nice and crispy,2 years ago,Open,209
Roham Hadidchi,5.0,The way of orders is very nice,2 years ago,Open,209
Lars Dennert,4.0,Pretty good pizza but extremely noisy. Don't go to carry on a conversation.,3 years ago,Open,209
Bitter Actor,3.0,Pizza is ok.  Parking is meh,2 years ago,Open,209
Manelyn Rivera,5.0,Never disappoints,a year ago,Open,209
MrSportsLA,5.0,Has become my favorite pizza of any chain.,2 years ago,Open,209
Diego Hollmann,3.0,"Good pizzas, fast service",3 years ago,Open,209
michael walsh,4.0,Go for the bottomless .lemonade. Thats fantastic,6 years ago,Open,209
Shawn Tovar,5.0,Great pizza,a year ago,Open,209
Sean Mccullough,5.0,Amazing..  Best in the business..,2 years ago,Open,209
Ronald Eisenberg,5.0,"In town for a meeting and just happened to be passing by.   Surprisingly good, surprisingly quick custom, crispy, thin crust pizza -- for about what I would normally pay for a couple of mediocre slices.",3 years ago,Open,209
Cong Guo,4.0,"Great pizza, fast too!",2 years ago,Open,209
Amado Arana,5.0,Great pizza!,a year ago,Open,209
Judson Lester,5.0,Consistently tasty and easy.,2 years ago,Open,209
Steven Zuniga,5.0,Way better than pieology.,4 years ago,Open,209
BetterBeauty Bargains,5.0,Delicious as always,a year ago,Open,209
claudio lazo,5.0,Loved it,a year ago,Open,209
Elena Penaloza,5.0,Love it,a year ago,Open,209
"Carl Wagenfuehr, Jr",5.0,"Da BOMB 🤯
MADE MY WAY!",2 years ago,Open,209
Jaime Garza,5.0,Good,a year ago,Open,209
Sterling James,5.0,Lexie on the register is A#1.,2 years ago,Open,209
Kabour Benani Smiriss,3.0,Pizza was ok for the price.,2 years ago,Open,209
D.J.GEORGE LEE RANDALL,5.0,Eat food,10 months ago,Open,209
Pettra Tyus-Mapp,5.0,$8!! Can't beat it,a year ago,Open,209
Missag Janjanian,5.0,Best pizza ever,2 years ago,Open,209
Jenni McAllister,5.0,Love it!,2 years ago,Open,209
Brando Mc Clure,5.0,Great beer on tap!,2 years ago,Open,209
Diana Hulce,5.0,My favorite pizza place in LA and Pasadena!,2 years ago,Open,209
Steven Tuminelli,3.0,Just ok,a year ago,Open,209
Michael Heredia,5.0,Simply the best pizza and idea for a pizza restaurant...,6 years ago,Open,209
Stacie Smith,4.0,My only issue was not enough parmesan bottles for the customers eating in. I had to ask for to go packets and only was given 2 packets.,2 years ago,Open,209
Ed T,5.0,Always good,2 years ago,Open,209
Jonathan Aguilar,5.0,Just build your own lol,4 years ago,Open,209
Rodriguez Hood cleaning,5.0,Clean place love it,2 years ago,Open,209
Chaz Barnett,4.0,It was good,2 years ago,Open,209
manoj rawal,5.0,Loved the pizza,2 years ago,Open,209
Ankur Verma,5.0,Mouthwatering taste!!!! Best in the world,2 years ago,Open,209
Shahe Keshishian,5.0,Managers acctually come around the restaurant and ask how's everything.,2 years ago,Open,209
Elaine Smith,3.0,Ok,a year ago,Open,209
Seunghark Andy Cho,4.0,Cheap. Large meal. Serves whole plate.,2 years ago,Open,209
geoffrey Rivas,5.0,Great pizza and fast!,2 years ago,Open,209
Josh Wise,4.0,Excellent crust.,2 years ago,Open,209
David Sinatra,5.0,Excellent!,a year ago,Open,209
Shaun Loganathan,5.0,Real quick and Tasty!!,2 years ago,Open,209
Chuck Golden,4.0,Very busy and they forgot the pesto dressing at end.,2 years ago,Open,209
Edwin Ochoa,3.0,it was ight,a year ago,Open,209
Scott Patridge,5.0,Keto crust!!! Yes!!!,a year ago,Open,209
Sylver P L,5.0,Delicious,a year ago,Open,209
Cyrillic K272016,5.0,Nice,2 years ago,Open,209
Sam Nue,5.0,Excellent,a year ago,Open,209
Laure Hardy,4.0,Good and delicious,a year ago,Open,209
EDIBLEDEAD,5.0,Fire!,2 years ago,Open,209
Juri Vega,5.0,Love this place!!,2 years ago,Open,209
Michael Ordaz,5.0,"Fast , friendly , good pizza.",3 years ago,Open,209
papi Soldier,5.0,👍👍👍,2 years ago,Open,209
karen ramirez,5.0,Amazing pizza,2 years ago,Open,209
Thomas Scoville,4.0,"Good, but hurried. No room for error or reflection while you're ordering during peak hours.",3 years ago,Open,209
Beast X,5.0,Excellent,3 years ago,Open,209
JC Lomeli,5.0,Great pizza and salad,2 years ago,Open,209
Jacqueline Woll,5.0,Love it!! Craving it now!,2 years ago,Open,209
Zihao Li,1.0,"order 2 pizza and I got 2 wrong pizza, what the f?",3 years ago,Open,209
Larry Baden,3.0,Soggy pizza.,2 years ago,Open,209
Patrick McGowan,5.0,Great pizza,3 years ago,Open,209
Abaasa Eric,3.0,Sweet pizza.,2 years ago,Open,209
Kevin Dancer,5.0,Best blaze in the USA,2 years ago,Open,209
Luis M. Moreno,5.0,Love this place,2 years ago,Open,209
David Harbaugh,5.0,Yummy Pizza!,2 years ago,Open,209
Artin Yarijanian,2.0,My BBQ chicken had about ten small pieces of chicken on it. I got more chicken in my salad.,4 years ago,Open,209
Karl Pierce,5.0,Good stuff,3 years ago,Open,209
Alexandra P Y Santos,5.0,Amazing,2 years ago,Open,209
Charlie Sanchez Salinas,5.0,Great food,2 years ago,Open,209
K Luke,4.0,Gooooooood !,2 years ago,Open,209
Jorge Contreas,5.0,My fav,2 years ago,Open,209
Daniel,5.0,Great pizza,3 years ago,Open,209
varuni e,5.0,Great staff,3 years ago,Open,209
Leo Madatian,4.0,Very good single size Pizzas,3 years ago,Open,209
Derek Walker,4.0,My family loves it,3 years ago,Open,209
Jessica Bard,3.0,Skimpy on cheese and not as tasty as other similar pizza places,3 years ago,Open,209
Victor Perez,5.0,Best pizza,3 years ago,Open,209
Javier Cenizo,5.0,Love this place.,3 years ago,Open,209
darla peyton,5.0,absolutely amazing!!!!! I love this place!!!,4 years ago,Open,209
Cory Miller,5.0,Friendly staff and tons of options!,3 years ago,Open,209
Frank Lin,5.0,Good food,3 years ago,Open,209
Zoe M,3.0,Good pizza,4 years ago,Open,209
Frank P Lin,5.0,Delicious pizza!,4 years ago,Open,209
Mattie Montgomery,1.0,Great,4 years ago,Open,209
Carlos Bonilla,4.0,Good pizza but busy,4 years ago,Open,209
Benny Madrigal,5.0,"Tasty, and fast",3 years ago,Open,209
Holden Flanders,5.0,Good pizza,3 years ago,Open,209
Amy Lea,5.0,Fast and delicious!,3 years ago,Open,209
Hovannes Aroyan,3.0,Meatlovers pizza is really good,4 years ago,Open,209
